"@timestamp","_id","_index","_score","agent.ephemeral_id","agent.hostname","agent.id","agent.name","agent.type","agent.version","ecs.version","event.action","event.category","event.code","event.created","event.ingested","event.kind","event.module","event.outcome","event.provider","event.sequence","event.type","group.domain","group.id","group.name","host.architecture","host.hostname","host.id","host.ip","host.mac","host.name","host.os.build","host.os.family","host.os.kernel","host.os.name","host.os.name.text","host.os.platform","host.os.type","host.os.version","log.level",message,"powershell.engine.new_state","powershell.engine.previous_state","powershell.engine.version","powershell.pipeline_id","powershell.process.executable_version","powershell.provider.name","powershell.provider.new_state","powershell.runspace_id","process.args","process.args_count","process.command_line","process.command_line.text","process.entity_id","process.executable","process.executable.text","process.name","process.name.text","process.pid","process.title","process.title.text","related.ip","related.user","source.domain","source.ip","source.port","user.domain","user.effective.domain","user.effective.name","user.effective.name.text","user.id","user.name","user.name.text","user.target.domain","user.target.id","user.target.name","user.target.name.text","winlog.activity_id","winlog.api","winlog.channel","winlog.computer_name","winlog.event_data.AlgorithmName","winlog.event_data.AuthenticationPackageName","winlog.event_data.Binary","winlog.event_data.CallerProcessId","winlog.event_data.CallerProcessName","winlog.event_data.ClientCreationTime","winlog.event_data.ClientProcessId","winlog.event_data.CountOfCredentialsReturned","winlog.event_data.DirtyPages","winlog.event_data.ElevatedToken","winlog.event_data.ExtraInfo","winlog.event_data.Flags","winlog.event_data.HiveName","winlog.event_data.HiveNameLength","winlog.event_data.Identity","winlog.event_data.ImpersonationLevel","winlog.event_data.IpAddress","winlog.event_data.IpPort","winlog.event_data.KeyFilePath","winlog.event_data.KeyLength","winlog.event_data.KeyName","winlog.event_data.KeyType","winlog.event_data.KeysUpdated","winlog.event_data.LmPackageName","winlog.event_data.LogonGuid","winlog.event_data.LogonProcessName","winlog.event_data.LogonType","winlog.event_data.NewSize","winlog.event_data.Operation","winlog.event_data.OriginalSize","winlog.event_data.PrivilegeList","winlog.event_data.ProcessCreationTime","winlog.event_data.ProviderName","winlog.event_data.ReadOperation","winlog.event_data.Resource","winlog.event_data.RestrictedAdminMode","winlog.event_data.ReturnCode","winlog.event_data.Schema","winlog.event_data.SchemaFriendlyName","winlog.event_data.SubjectDomainName","winlog.event_data.SubjectLogonId","winlog.event_data.SubjectUserName","winlog.event_data.SubjectUserSid","winlog.event_data.TSId","winlog.event_data.TargetDomainName","winlog.event_data.TargetInfo","winlog.event_data.TargetLinkedLogonId","winlog.event_data.TargetLogonGuid","winlog.event_data.TargetLogonId","winlog.event_data.TargetName","winlog.event_data.TargetOutboundDomainName","winlog.event_data.TargetOutboundUserName","winlog.event_data.TargetServerName","winlog.event_data.TargetSid","winlog.event_data.TargetUserName","winlog.event_data.TargetUserSid","winlog.event_data.TransmittedServices","winlog.event_data.Type","winlog.event_data.UserSid","winlog.event_data.VirtualAccount","winlog.event_data.param1","winlog.event_data.param10","winlog.event_data.param11","winlog.event_data.param2","winlog.event_data.param3","winlog.event_data.param4","winlog.event_data.param5","winlog.event_data.param6","winlog.event_data.param7","winlog.event_data.param8","winlog.event_data.param9","winlog.event_data.serviceGuid","winlog.event_data.updateGuid","winlog.event_data.updateRevisionNumber","winlog.event_data.updateTitle","winlog.event_id","winlog.keywords","winlog.logon.id","winlog.logon.type","winlog.opcode","winlog.process.pid","winlog.process.thread.id","winlog.provider_guid","winlog.provider_name","winlog.record_id","winlog.task","winlog.user.domain","winlog.user.identifier","winlog.user.name","winlog.user.type","winlog.version"
"Oct 9, 2022 @ 03:52:20.855",xGDfuoMBv7QqA8hYSxeU,".ds-winlogbeat-8.4.2-2022.09.27-000001","-","cf3699d7-5cb1-463f-a85f-a07c0632c54a","DESKTOP-STCA0K7","b5f6a7eb-024c-49d7-a722-2c9d1ee679a8","DESKTOP-STCA0K7",winlogbeat,"8.4.2","8.0.0",None,"-",16394,"Oct 9, 2022 @ 03:52:21.465","Oct 9, 2022 @ 03:52:19.600",event,"-","-","Microsoft-Windows-Security-SPP","-","-","-","-","-","x86_64","DESKTOP-STCA0K7","3a59bcc1-dab3-4fea-87c6-2dbb28db6023","fe80::d09e:33bc:93fc:2ba7, 10.0.2.15, fe80::bd6f:3885:d011:5ab0, 192.168.50.7","08:00:27:7c:f3:ae, 08:00:27:e4:bd:9d","DESKTOP-STCA0K7","19044.1889",windows,"10.0.19041.1889 (WinBuild.160101.0800)","Windows 10 Enterprise Evaluation","Windows 10 Enterprise Evaluation",windows,windows,"10.0",information,"Offline downlevel migration succeeded.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",wineventlog,Application,"DESKTOP-STCA0K7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",16394,Classic,"-","-",Info,"-","-","{E23B33B0-C8C9-472C-A5F9-F2BDFEA0F156}","Microsoft-Windows-Security-SPP",723,None,"-","-","-","-","-"
"Oct 9, 2022 @ 03:52:20.654",0mDfuoMBv7QqA8hYSxeU,".ds-winlogbeat-8.4.2-2022.09.27-000001","-","cf3699d7-5cb1-463f-a85f-a07c0632c54a","DESKTOP-STCA0K7","b5f6a7eb-024c-49d7-a722-2c9d1ee679a8","DESKTOP-STCA0K7",winlogbeat,"8.4.2","1.12.0","User Account Management","-",5379,"Oct 9, 2022 @ 03:52:22.292","Oct 9, 2022 @ 03:52:19.603",event,security,success,"Microsoft-Windows-Security-Auditing","-","-","-","-","-","x86_64","DESKTOP-STCA0K7","3a59bcc1-dab3-4fea-87c6-2dbb28db6023","fe80::d09e:33bc:93fc:2ba7, 10.0.2.15, fe80::bd6f:3885:d011:5ab0, 192.168.50.7","08:00:27:7c:f3:ae, 08:00:27:e4:bd:9d","DESKTOP-STCA0K7","19044.1889",windows,"10.0.19041.1889 (WinBuild.160101.0800)","Windows 10 Enterprise Evaluation","Windows 10 Enterprise Evaluation",windows,windows,"10.0",information,"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-649547591-3208838763-4175416709-1001
	Account Name:		vagrant
	Account Domain:		DESKTOP-STCA0K7
	Logon ID:		0x40914
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","{3235c46a-db91-0000-adc4-353291dbd801}",wineventlog,Security,"DESKTOP-STCA0K7","-","-","-","-","-","-",2252,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2022-10-09T03:52:20.5601507Z","-","%%8100","-","-",3221226021,"-","-","DESKTOP-STCA0K7",0x40914,vagrant,"S-1-5-21-649547591-3208838763-4175416709-1001","-","-","-","-","-","-","WindowsLive:(token):name=02tqgncdqacyqnyx;serviceuri=*","-","-","-","-","-","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",5379,"Audit Success",0x40914,"-",Info,664,"7,440","{54849625-5478-4994-a5ba-3e3b0328c30d}","Microsoft-Windows-Security-Auditing",18186,"User Account Management","-","-","-","-","-"
"Oct 9, 2022 @ 03:52:20.654",02DfuoMBv7QqA8hYSxeU,".ds-winlogbeat-8.4.2-2022.09.27-000001","-","cf3699d7-5cb1-463f-a85f-a07c0632c54a","DESKTOP-STCA0K7","b5f6a7eb-024c-49d7-a722-2c9d1ee679a8","DESKTOP-STCA0K7",winlogbeat,"8.4.2","1.12.0","User Account Management","-",5379,"Oct 9, 2022 @ 03:52:22.292","Oct 9, 2022 @ 03:52:19.603",event,security,success,"Microsoft-Windows-Security-Auditing","-","-","-","-","-","x86_64","DESKTOP-STCA0K7","3a59bcc1-dab3-4fea-87c6-2dbb28db6023","fe80::d09e:33bc:93fc:2ba7, 10.0.2.15, fe80::bd6f:3885:d011:5ab0, 192.168.50.7","08:00:27:7c:f3:ae, 08:00:27:e4:bd:9d","DESKTOP-STCA0K7","19044.1889",windows,"10.0.19041.1889 (WinBuild.160101.0800)","Windows 10 Enterprise Evaluation","Windows 10 Enterprise Evaluation",windows,windows,"10.0",information,"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-649547591-3208838763-4175416709-1001
	Account Name:		vagrant
	Account Domain:		DESKTOP-STCA0K7
	Logon ID:		0x40914
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","{3235c46a-db91-0000-adc4-353291dbd801}",wineventlog,Security,"DESKTOP-STCA0K7","-","-","-","-","-","-",2252,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2022-10-09T03:52:20.5601507Z","-","%%8100","-","-",3221226021,"-","-","DESKTOP-STCA0K7",0x40914,vagrant,"S-1-5-21-649547591-3208838763-4175416709-1001","-","-","-","-","-","-","WindowsLive:(cert):name=02tqgncdqacyqnyx;serviceuri=*","-","-","-","-","-","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",5379,"Audit Success",0x40914,"-",Info,664,"7,440","{54849625-5478-4994-a5ba-3e3b0328c30d}","Microsoft-Windows-Security-Auditing",18187,"User Account Management","-","-","-","-","-"
"Oct 9, 2022 @ 03:52:20.654",1GDfuoMBv7QqA8hYSxeU,".ds-winlogbeat-8.4.2-2022.09.27-000001","-","cf3699d7-5cb1-463f-a85f-a07c0632c54a","DESKTOP-STCA0K7","b5f6a7eb-024c-49d7-a722-2c9d1ee679a8","DESKTOP-STCA0K7",winlogbeat,"8.4.2","1.12.0","User Account Management","-",5379,"Oct 9, 2022 @ 03:52:22.292","Oct 9, 2022 @ 03:52:19.603",event,security,success,"Microsoft-Windows-Security-Auditing","-","-","-","-","-","x86_64","DESKTOP-STCA0K7","3a59bcc1-dab3-4fea-87c6-2dbb28db6023","fe80::d09e:33bc:93fc:2ba7, 10.0.2.15, fe80::bd6f:3885:d011:5ab0, 192.168.50.7","08:00:27:7c:f3:ae, 08:00:27:e4:bd:9d","DESKTOP-STCA0K7","19044.1889",windows,"10.0.19041.1889 (WinBuild.160101.0800)","Windows 10 Enterprise Evaluation","Windows 10 Enterprise Evaluation",windows,windows,"10.0",information,"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-649547591-3208838763-4175416709-1001
	Account Name:		vagrant
	Account Domain:		DESKTOP-STCA0K7
	Logon ID:		0x40914
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","{3235c46a-db91-0000-adc4-353291dbd801}",wineventlog,Security,"DESKTOP-STCA0K7","-","-","-","-","-","-",2252,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2022-10-09T03:52:20.5601507Z","-","%%8100","-","-",0,"-","-","DESKTOP-STCA0K7",0x40914,vagrant,"S-1-5-21-649547591-3208838763-4175416709-1001","-","-","-","-","-","-","WindowsLive:target=virtualapp/didlogical","-","-","-","-","-","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",5379,"Audit Success",0x40914,"-",Info,664,"7,440","{54849625-5478-4994-a5ba-3e3b0328c30d}","Microsoft-Windows-Security-Auditing",18188,"User Account Management","-","-","-","-","-"
"Oct 9, 2022 @ 03:52:20.633",z2DfuoMBv7QqA8hYSxeU,".ds-winlogbeat-8.4.2-2022.09.27-000001","-","cf3699d7-5cb1-463f-a85f-a07c0632c54a","DESKTOP-STCA0K7","b5f6a7eb-024c-49d7-a722-2c9d1ee679a8","DESKTOP-STCA0K7",winlogbeat,"8.4.2","1.12.0","User Account Management","-",5379,"Oct 9, 2022 @ 03:52:22.292","Oct 9, 2022 @ 03:52:19.603",event,security,success,"Microsoft-Windows-Security-Auditing","-","-","-","-","-","x86_64","DESKTOP-STCA0K7","3a59bcc1-dab3-4fea-87c6-2dbb28db6023","fe80::d09e:33bc:93fc:2ba7, 10.0.2.15, fe80::bd6f:3885:d011:5ab0, 192.168.50.7","08:00:27:7c:f3:ae, 08:00:27:e4:bd:9d","DESKTOP-STCA0K7","19044.1889",windows,"10.0.19041.1889 (WinBuild.160101.0800)","Windows 10 Enterprise Evaluation","Windows 10 Enterprise Evaluation",windows,windows,"10.0",information,"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-18
	Account Name:		DESKTOP-STCA0K7$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","{3235c46a-db91-0000-adc4-353291dbd801}",wineventlog,Security,"DESKTOP-STCA0K7","-","-","-","-","-","-",2252,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2022-10-09T03:52:20.5601507Z","-","%%8100","-","-",3221226021,"-","-",WORKGROUP,0x3e7,"DESKTOP-STCA0K7$","S-1-5-18","-","-","-","-","-","-","MicrosoftAccount:user=02xhylqaqtcojdtk","-","-","-","-","-","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",5379,"Audit Success",0x3e7,"-",Info,664,708,"{54849625-5478-4994-a5ba-3e3b0328c30d}","Microsoft-Windows-Security-Auditing",18183,"User Account Management","-","-","-","-","-"
"Oct 9, 2022 @ 03:52:20.633",0GDfuoMBv7QqA8hYSxeU,".ds-winlogbeat-8.4.2-2022.09.27-000001","-","cf3699d7-5cb1-463f-a85f-a07c0632c54a","DESKTOP-STCA0K7","b5f6a7eb-024c-49d7-a722-2c9d1ee679a8","DESKTOP-STCA0K7",winlogbeat,"8.4.2","1.12.0","User Account Management","-",5379,"Oct 9, 2022 @ 03:52:22.292","Oct 9, 2022 @ 03:52:19.603",event,security,success,"Microsoft-Windows-Security-Auditing","-","-","-","-","-","x86_64","DESKTOP-STCA0K7","3a59bcc1-dab3-4fea-87c6-2dbb28db6023","fe80::d09e:33bc:93fc:2ba7, 10.0.2.15, fe80::bd6f:3885:d011:5ab0, 192.168.50.7","08:00:27:7c:f3:ae, 08:00:27:e4:bd:9d","DESKTOP-STCA0K7","19044.1889",windows,"10.0.19041.1889 (WinBuild.160101.0800)","Windows 10 Enterprise Evaluation","Windows 10 Enterprise Evaluation",windows,windows,"10.0",information,"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-18
	Account Name:		DESKTOP-STCA0K7$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","{3235c46a-db91-0000-adc4-353291dbd801}",wineventlog,Security,"DESKTOP-STCA0K7","-","-","-","-","-","-",2252,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2022-10-09T03:52:20.5601507Z","-","%%8100","-","-",3221226021,"-","-",WORKGROUP,0x3e7,"DESKTOP-STCA0K7$","S-1-5-18","-","-","-","-","-","-","WindowsLive:(token):name=02xhylqaqtcojdtk;serviceuri=*","-","-","-","-","-","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",5379,"Audit Success",0x3e7,"-",Info,664,708,"{54849625-5478-4994-a5ba-3e3b0328c30d}","Microsoft-Windows-Security-Auditing",18184,"User Account Management","-","-","-","-","-"
"Oct 9, 2022 @ 03:52:20.633",0WDfuoMBv7QqA8hYSxeU,".ds-winlogbeat-8.4.2-2022.09.27-000001","-","cf3699d7-5cb1-463f-a85f-a07c0632c54a","DESKTOP-STCA0K7","b5f6a7eb-024c-49d7-a722-2c9d1ee679a8","DESKTOP-STCA0K7",winlogbeat,"8.4.2","1.12.0","User Account Management","-",5379,"Oct 9, 2022 @ 03:52:22.292","Oct 9, 2022 @ 03:52:19.603",event,security,success,"Microsoft-Windows-Security-Auditing","-","-","-","-","-","x86_64","DESKTOP-STCA0K7","3a59bcc1-dab3-4fea-87c6-2dbb28db6023","fe80::d09e:33bc:93fc:2ba7, 10.0.2.15, fe80::bd6f:3885:d011:5ab0, 192.168.50.7","08:00:27:7c:f3:ae, 08:00:27:e4:bd:9d","DESKTOP-STCA0K7","19044.1889",windows,"10.0.19041.1889 (WinBuild.160101.0800)","Windows 10 Enterprise Evaluation","Windows 10 Enterprise Evaluation",windows,windows,"10.0",information,"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-18
	Account Name:		DESKTOP-STCA0K7$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","{3235c46a-db91-0000-adc4-353291dbd801}",wineventlog,Security,"DESKTOP-STCA0K7","-","-","-","-","-","-",2252,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2022-10-09T03:52:20.5601507Z","-","%%8100","-","-",3221226021,"-","-",WORKGROUP,0x3e7,"DESKTOP-STCA0K7$","S-1-5-18","-","-","-","-","-","-","WindowsLive:(cert):name=02xhylqaqtcojdtk;serviceuri=*","-","-","-","-","-","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",5379,"Audit Success",0x3e7,"-",Info,664,708,"{54849625-5478-4994-a5ba-3e3b0328c30d}","Microsoft-Windows-Security-Auditing",18185,"User Account Management","-","-","-","-","-"
"Oct 9, 2022 @ 03:52:20.631",zGDfuoMBv7QqA8hYSxeU,".ds-winlogbeat-8.4.2-2022.09.27-000001","-","cf3699d7-5cb1-463f-a85f-a07c0632c54a","DESKTOP-STCA0K7","b5f6a7eb-024c-49d7-a722-2c9d1ee679a8","DESKTOP-STCA0K7",winlogbeat,"8.4.2","1.12.0","User Account Management","-",5379,"Oct 9, 2022 @ 03:52:22.292","Oct 9, 2022 @ 03:52:19.602",event,security,success,"Microsoft-Windows-Security-Auditing","-","-","-","-","-","x86_64","DESKTOP-STCA0K7","3a59bcc1-dab3-4fea-87c6-2dbb28db6023","fe80::d09e:33bc:93fc:2ba7, 10.0.2.15, fe80::bd6f:3885:d011:5ab0, 192.168.50.7","08:00:27:7c:f3:ae, 08:00:27:e4:bd:9d","DESKTOP-STCA0K7","19044.1889",windows,"10.0.19041.1889 (WinBuild.160101.0800)","Windows 10 Enterprise Evaluation","Windows 10 Enterprise Evaluation",windows,windows,"10.0",information,"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-18
	Account Name:		DESKTOP-STCA0K7$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","{3235c46a-db91-0000-adc4-353291dbd801}",wineventlog,Security,"DESKTOP-STCA0K7","-","-","-","-","-","-",2252,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2022-10-09T03:52:20.5601507Z","-","%%8100","-","-",3221226021,"-","-",WORKGROUP,0x3e7,"DESKTOP-STCA0K7$","S-1-5-18","-","-","-","-","-","-","WindowsLive:(token):name=02xhylqaqtcojdtk;serviceuri=*","-","-","-","-","-","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",5379,"Audit Success",0x3e7,"-",Info,664,708,"{54849625-5478-4994-a5ba-3e3b0328c30d}","Microsoft-Windows-Security-Auditing",18180,"User Account Management","-","-","-","-","-"
"Oct 9, 2022 @ 03:52:20.631",zWDfuoMBv7QqA8hYSxeU,".ds-winlogbeat-8.4.2-2022.09.27-000001","-","cf3699d7-5cb1-463f-a85f-a07c0632c54a","DESKTOP-STCA0K7","b5f6a7eb-024c-49d7-a722-2c9d1ee679a8","DESKTOP-STCA0K7",winlogbeat,"8.4.2","1.12.0","User Account Management","-",5379,"Oct 9, 2022 @ 03:52:22.292","Oct 9, 2022 @ 03:52:19.602",event,security,success,"Microsoft-Windows-Security-Auditing","-","-","-","-","-","x86_64","DESKTOP-STCA0K7","3a59bcc1-dab3-4fea-87c6-2dbb28db6023","fe80::d09e:33bc:93fc:2ba7, 10.0.2.15, fe80::bd6f:3885:d011:5ab0, 192.168.50.7","08:00:27:7c:f3:ae, 08:00:27:e4:bd:9d","DESKTOP-STCA0K7","19044.1889",windows,"10.0.19041.1889 (WinBuild.160101.0800)","Windows 10 Enterprise Evaluation","Windows 10 Enterprise Evaluation",windows,windows,"10.0",information,"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-18
	Account Name:		DESKTOP-STCA0K7$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","{3235c46a-db91-0000-adc4-353291dbd801}",wineventlog,Security,"DESKTOP-STCA0K7","-","-","-","-","-","-",2252,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2022-10-09T03:52:20.5601507Z","-","%%8100","-","-",3221226021,"-","-",WORKGROUP,0x3e7,"DESKTOP-STCA0K7$","S-1-5-18","-","-","-","-","-","-","WindowsLive:(cert):name=02xhylqaqtcojdtk;serviceuri=*","-","-","-","-","-","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",5379,"Audit Success",0x3e7,"-",Info,664,708,"{54849625-5478-4994-a5ba-3e3b0328c30d}","Microsoft-Windows-Security-Auditing",18181,"User Account Management","-","-","-","-","-"
"Oct 9, 2022 @ 03:52:20.631",zmDfuoMBv7QqA8hYSxeU,".ds-winlogbeat-8.4.2-2022.09.27-000001","-","cf3699d7-5cb1-463f-a85f-a07c0632c54a","DESKTOP-STCA0K7","b5f6a7eb-024c-49d7-a722-2c9d1ee679a8","DESKTOP-STCA0K7",winlogbeat,"8.4.2","1.12.0","User Account Management","-",5379,"Oct 9, 2022 @ 03:52:22.292","Oct 9, 2022 @ 03:52:19.602",event,security,success,"Microsoft-Windows-Security-Auditing","-","-","-","-","-","x86_64","DESKTOP-STCA0K7","3a59bcc1-dab3-4fea-87c6-2dbb28db6023","fe80::d09e:33bc:93fc:2ba7, 10.0.2.15, fe80::bd6f:3885:d011:5ab0, 192.168.50.7","08:00:27:7c:f3:ae, 08:00:27:e4:bd:9d","DESKTOP-STCA0K7","19044.1889",windows,"10.0.19041.1889 (WinBuild.160101.0800)","Windows 10 Enterprise Evaluation","Windows 10 Enterprise Evaluation",windows,windows,"10.0",information,"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-18
	Account Name:		DESKTOP-STCA0K7$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","{3235c46a-db91-0000-adc4-353291dbd801}",wineventlog,Security,"DESKTOP-STCA0K7","-","-","-","-","-","-",2252,1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2022-10-09T03:52:20.5601507Z","-","%%8100","-","-",0,"-","-",WORKGROUP,0x3e7,"DESKTOP-STCA0K7$","S-1-5-18","-","-","-","-","-","-","WindowsLive:target=virtualapp/didlogical","-","-","-","-","-","-","-",0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",5379,"Audit Success",0x3e7,"-",Info,664,708,"{54849625-5478-4994-a5ba-3e3b0328c30d}","Microsoft-Windows-Security-Auditing",18182,"User Account Management","-","-","-","-","-"
