"@timestamp","event.original","agent.hostname","log.file.path"
"Oct 26, 2022 @ 02:49:38.244","Oct 25 18:49:32 Web_Server su[18232]: Successful su for root by root","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:49:38.244","Oct 25 18:49:32 Web_Server su[18232]: + ??? root:root","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:49:38.244","Oct 25 18:49:32 Web_Server su[18232]: pam_env(su:session): Unable to open env file: /etc/default/locale: No such file or directory","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:49:38.244","Oct 25 18:49:32 Web_Server su[18232]: pam_unix(su:session): session opened for user root by (uid=0)","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:49:38.243","Oct 25 18:49:31 Web_Server sudo:     root : TTY=unknown ; PWD=/var/www/html ; USER=root ; COMMAND=/bin/su","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:49:38.243","Oct 25 18:49:31 Web_Server sudo: pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:49:38.243","Oct 25 18:49:31 Web_Server sudo: pam_unix(sudo:session): session opened for user root by (uid=0)","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:49:03.238","Oct 25 18:49:01 Web_Server CRON[18108]: pam_unix(cron:session): session opened for user root by (uid=0)","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:49:03.238","Oct 25 18:49:01 Web_Server CRON[18108]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:48:08.061","Oct 25 18:48:01 Web_Server CRON[18097]: pam_unix(cron:session): session opened for user root by (uid=0)","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:48:08.061","Oct 25 18:48:01 Web_Server CRON[18097]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:47:02.493","Oct 25 18:47:01 Web_Server CRON[18056]: pam_unix(cron:session): session opened for user root by (uid=0)","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:47:01.493","Oct 25 18:47:01 Web_Server CRON[18056]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:46:06.485","Oct 25 18:46:01 Web_Server CRON[18050]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:46:06.485","Oct 25 18:46:01 Web_Server CRON[18050]: pam_unix(cron:session): session opened for user root by (uid=0)","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:45:11.195","Oct 25 18:45:01 Web_Server CRON[18044]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:45:11.195","Oct 25 18:45:01 Web_Server CRON[18044]: pam_unix(cron:session): session opened for user root by (uid=0)","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:44:06.183","Oct 25 18:44:01 Web_Server CRON[18038]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:44:06.183","Oct 25 18:44:01 Web_Server CRON[18038]: pam_unix(cron:session): session opened for user root by (uid=0)","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:43:11.176","Oct 25 18:43:01 Web_Server CRON[18032]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:43:11.176","Oct 25 18:43:01 Web_Server CRON[18032]: pam_unix(cron:session): session opened for user root by (uid=0)","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:42:06.171","Oct 25 18:42:01 Web_Server CRON[18026]: pam_unix(cron:session): session opened for user root by (uid=0)","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:42:06.170","Oct 25 18:42:01 Web_Server CRON[18026]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:41:11.155","Oct 25 18:41:01 Web_Server CRON[18020]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:41:11.155","Oct 25 18:41:01 Web_Server CRON[18020]: pam_unix(cron:session): session opened for user root by (uid=0)","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:40:06.141","Oct 25 18:40:06 Web_Server CRON[17912]: pam_unix(cron:session): session closed for user root","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:40:05.141","Oct 25 18:40:01 Web_Server CRON[18011]: pam_unix(cron:session): session opened for user root by (uid=0)","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:40:05.141","Oct 25 18:40:01 Web_Server CRON[18011]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:39:10.132","Oct 25 18:39:01 Web_Server CRON[17913]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:39:10.132","Oct 25 18:39:01 Web_Server CRON[17912]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:39:10.132","Oct 25 18:39:01 Web_Server CRON[17913]: pam_unix(cron:session): session opened for user root by (uid=0)","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:39:10.132","Oct 25 18:39:01 Web_Server CRON[17912]: pam_unix(cron:session): session opened for user root by (uid=0)","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:38:05.123","Oct 25 18:38:01 Web_Server CRON[17245]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:38:05.123","Oct 25 18:38:01 Web_Server CRON[17245]: pam_unix(cron:session): session opened for user root by (uid=0)","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:37:10.046","Oct 25 18:37:01 Web_Server CRON[16567]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:37:10.046","Oct 25 18:37:01 Web_Server CRON[16567]: pam_unix(cron:session): session opened for user root by (uid=0)","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:36:05.028","Oct 25 18:36:01 Web_Server CRON[15987]: pam_unix(cron:session): session opened for user root by (uid=0)","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:36:05.028","Oct 25 18:36:01 Web_Server CRON[15987]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:35:29.811","Oct 25 18:35:26 Web_Server sudo: www-data : user NOT in sudoers ; TTY=unknown ; PWD=/var/www/html/uploadImage/Logo ; USER=root ; COMMAND=/bin/su","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:35:29.811","Oct 25 18:35:26 Web_Server sudo: pam_unix(sudo:auth): auth could not identify password for [www-data]","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:35:04.806","Oct 25 18:35:01 Web_Server CRON[15302]: pam_unix(cron:session): session opened for user root by (uid=0)","Web_Server","/var/log/auth.log"
"Oct 26, 2022 @ 02:35:04.806","Oct 25 18:35:01 Web_Server CRON[15302]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory","Web_Server","/var/log/auth.log"
